EC:2.7.1.41	GLUCOSE-1-PHOSPHATE-PHOSPHODISMUTASE-RXN
EC:4.1.1.69	34-DIHYDROXYPHTHALATE-DECARBOXYLASE-RXN
EC:2.5.1.112	RXN-4305,RXN-4303
EC:2.3.1.110	TYRAMINE-N-FERULOYLTRANSFERASE-RXN,RXN-8713,RXN-8715,RXN-8714
EC:2.4.1.134	2.4.1.134-RXN
EC:1.5.3.5	S-6-HYDROXYNICOTINE-OXIDASE-RXN
EC:1.10.3.2	LACCASE-RXN
EC:1.4.3.3	RXN-8163,D-AMINO-ACID-OXIDASE-RXN
EC:1.5.1.1	RXN-8166,PYRROLINE-2-CARBOXYLATE-REDUCTASE-RXN
EC:3.1.3.25	MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN,RXN-10949,RXN-7253,RXN0-5408,RXN-10954,RXN-10953,RXN-10952
EC:2.6.1.48	VAGL-RXN
EC:3.3.2.8	RXN-9413,RXN-9412,3.3.2.8-RXN,RXN-9464
EC:2.7.7.47	STREPTOMYCIN-3-ADENYLYLTRANSFERASE-RXN
EC:1.1.1.192	LONG-CHAIN-ALCOHOL-DEHYDROGENASE-RXN
EC:4.1.1.12	ASPARTATE-4-DECARBOXYLASE-RXN
EC:3.4.23.35	3.4.23.35-RXN
EC:4.1.1.45	AMINO-CARBOXYMUCONATE-SEMIALDEHYDE-RXN
EC:3.1.2.26	BACOAHYDRO-RXN
EC:2.7.1.107	DIACYLGLYKIN-RXN
EC:2.6.1.44	ALANINE--GLYOXYLATE-AMINOTRANSFERASE-RXN
EC:3.2.1.99	3.2.1.99-RXN
EC:1.4.3.8	ETHANOLAMINE-OXIDASE-RXN
EC:1.14.12.3	BENZENE-12-DIOXYGENASE-RXN
EC:1.3.1.58	RXN-665
EC:1.14.13.cs	RXN-16400,RXN-16398,RXN-16394
EC:3.4.22.50	3.4.22.50-RXN
EC:4.1.1.75	4.1.1.75-RXN
EC:2.3.1.39	MALONYL-COA-ACP-TRANSACYL-RXN
EC:2.4.1.221	2.4.1.221-RXN
EC:6.3.5.9	R341-RXN
EC:3.4.19.9	RXN-6641,RXN-13675,RXN-3741
EC:3.5.3.22	3.5.3.22-RXN
EC:4.2.1.24	PORPHOBILSYNTH-RXN
EC:3.3.1.1	ADENOSYLHOMOCYSTEINASE-RXN
EC:2.1.1.211	RXN-12368
EC:1.8.4.8	1.8.4.8-RXN
EC:4.2.1.103	4.2.1.103-RXN
EC:2.3.1.84	RXN-12362,RXN-12363,ALCOHOL-O-ACETYLTRANSFERASE-RXN,RXN-9192
EC:1.18.1.3	RXN-12365,FERREDOXIN--NAD+-REDUCTASE-RXN
EC:2.4.2.43	RXN-12366,RXN-12367,RXN0-2001
EC:2.3.1.193	RXN0-5418
EC:3.1.1.32	RXN0-6952,PHOSPHOLIPASE-A1-RXN,RXN-12430
EC:1.1.1.57	MANNONOXIDOREDUCT-RXN
EC:4.3.3.2	STRICTOSIDINE-SYNTHASE-RXN
EC:1.4.1.14	GLUTAMATE-SYNTHASE-NADH-RXN
EC:2.4.1.57	2.4.1.57-RXN
EC:3.5.3.12	AGMATINE-DEIMINASE-RXN
EC:3.1.1.86	RXN-12098,RXN-12097
EC:1.14.99.4	PROGESTERONE-MONOOXYGENASE-RXN
EC:6.3.4.20	RXN-12093
EC:1.5.3.17	RXN-12090,RXN-12091,RXN-9015,RXN-12089
EC:1.1.1.250	1.1.1.250-RXN
EC:2.7.1.5	RHAMNULOKIN-RXN
EC:3.5.1.110	RXN-12894,RXN-12895
EC:6.1.1.23	6.1.1.23-RXN
EC:1.1.1.207	--MENTHOL-DEHYDROGENASE-RXN
EC:1.14.13.50	PCP4MONO-RXN,RXN-8670
EC:1.1.1.320	RXN-12898,RXN-14054
EC:1.14.13.190	RXN-15325
EC:4.2.3.95	RXN-8426
EC:4.2.3.65	RXN-8425
EC:4.2.3.47	RXN-8422
EC:3.4.21.91	3.4.21.91-RXN
EC:2.1.1.232	RXN-7773
EC:1.12.1.5	RXN-13947
EC:1.11.1.22	RXN-13944
EC:3.4.21.6	3.4.21.6-RXN
EC:4.2.2.7	4.2.2.7-RXN
EC:3.6.3.44	3.6.3.44-RXN
EC:2.5.1.54	DAHPSYN-RXN
EC:1.14.19.aa	RXN-8392,RXN-16163
EC:2.4.1.64	ALPHAALPHA-TREHALOSE-PHOSPHORYLASE-RXN
EC:2.4.2.22	XANPRIBOSYLTRAN-RXN
EC:6.2.1.32	AMINOBENZCOALIG-RXN
EC:3.1.3.73	RIBAZOLEPHOSPHAT-RXN,RXN-8770
EC:3.4.21.10	3.4.21.10-RXN
EC:3.5.99.7	4.1.99.4-RXN
EC:1.3.1.28	DHBDEHYD-RXN
EC:2.3.1.38	ACP-S-ACETYLTRANSFER-RXN
EC:1.1.1.77	GLYCOLALDREDUCT-RXN,LACTALDREDUCT-RXN,RXN-8641
EC:2.1.1.98	RXN-14326
EC:2.7.8.26	COBALAMINSYN-RXN,COBALAMIN5PSYN-RXN
EC:2.1.1.76	QUERCETIN-3-O-METHYLTRANSFERASE-RXN
EC:5.1.3.23	5.1.3.23-RXN
EC:4.2.1.136	RXN0-6727,RXN-13141
EC:3.1.4.43	3.1.4.36-RXN,3.1.4.43-RXN
EC:3.5.1.105	RXN-11313,RXN0-7001
EC:1.1.1.307	RXN-11315
EC:3.5.1.106	RXN-11318
EC:4.1.99.19	RXN-11319
EC:3.4.24.67	3.4.24.67-RXN
EC:2.1.4.2	2.1.4.2-RXN
EC:1.2.7.8	1.2.7.8-RXN
EC:2.1.2.11	3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN,RXN-15635
EC:1.14.11.23	RXN1F-93,RXN-527,RXN-8450,RXN-7999
EC:3.4.21.2	3.4.21.2-RXN
EC:2.4.1.111	2.4.1.111-RXN
EC:3.5.1.2	GLUTAMIN-RXN
EC:3.5.1.38	GLUTAMIN-RXN,ASPARAGHYD-RXN
EC:3.2.1.45	GLUCOSYLCERAMIDASE-RXN
EC:3.2.1.164	3.2.1.164-RXN
EC:3.5.3.15	PROTEIN-ARGININE-DEIMINASE-RXN
EC:2.4.1.195	RXN-2208,RXNQT-4327,RXNQT-4326,RXNQT-4325,RXNQT-4324,RXNQT-4328,RXN-1442,2.4.1.195-RXN
EC:1.14.19.ad	RXN-16228,RXN-9617
EC:3.4.21.63	3.4.21.63-RXN
EC:3.4.24.40	3.4.24.40-RXN
EC:1.1.1.146	11-BETA-HYDROXYSTEROID-DEHYDROGENASE-RXN
EC:3.2.1.96	3.2.1.96-RXN
EC:3.1.3.23	SUGAR-PHOSPHATASE-RXN
EC:4.6.1.15	RXN-11695
EC:2.5.1.42	2.5.1.42-RXN
EC:1.14.19.6	RXN-9601,RXN-9616
EC:2.4.1.245	RXN-9603
EC:3.4.21.38	3.4.21.38-RXN,RXN-10789
EC:1.3.1.38	RXN66-482,TRANSENOYLCOARED-RXN
EC:1.14.99.l	RXN-14430
EC:2.4.1.149	2.4.1.149-RXN
EC:5.1.3.25	RXN-13776
EC:2.7.1.140	RXN-7186,2.7.1.140-RXN
EC:4.2.3.140	RXN-13770
EC:2.3.1.89	2.3.1.89-RXN
EC:1.1.1.370	RXN-13779
EC:3.4.21.98	3.4.21.98-RXN
EC:2.8.3.16	RXN0-1382
EC:3.5.4.16	GTP-CYCLOHYDRO-I-RXN
EC:1.14.11.2	1.14.11.2-RXN
EC:1.14.13.100	RXN-7981,RXN-7980
EC:2.1.1.46	ISOFLAVONE-4-O-METHYLTRANSFERASE-RXN,RXN-3645,RXN-3542
EC:1.1.1.31	3-HYDROXYISOBUTYRATE-DEHYDROGENASE-RXN
EC:1.6.5.3	NADH-DEHYDROG-A-RXN
EC:2.4.1.115	2.4.1.115-RXN,RXN-7815,PELUDP-RXN,RXN1F-775
EC:1.2.1.52	OXOGLUTARATE-DEHYDROGENASE-NADP+-RXN
EC:2.4.1.224	2.4.1.224-RXN
EC:2.1.1.178	RXN-11593
EC:3.2.1.158	RXN-12425,3.2.1.158-RXN
EC:3.2.1.81	RXN-12424,RXN-12423,3.2.1.81-RXN
EC:3.2.1.178	RXN-12422
EC:3.2.1.176	RXN-12420
EC:2.1.1.181	RXN-11596
EC:2.7.7.18	NICONUCADENYLYLTRAN-RXN
EC:1.6.5.11	1.6.99.5-RXN,NADH-DEHYDROGENASE-QUINONE-RXN
EC:2.4.2.53	RXN0-3521
EC:3.1.1.95	RXN-14865,RXN-14863,RXN-14703
EC:2.6.1.88	R15-RXN
EC:1.1.1.245	CYCLOHEXANOL-DEHYDROGENASE-RXN
EC:3.2.1.105	STRICTOSIDINE-BETA-GLUCOSIDASE-RXN
EC:2.1.1.305	RXN-15405
EC:3.1.3.17	PHOSPHORYLASE-PHOSPHATASE-RXN
EC:1.1.99.14	GLYCOLATEDEHYDRO-RXN
EC:2.8.2.22	ARYLSULFATE-SULFOTRANSFERASE-RXN
EC:1.3.1.56	1.3.1.56-RXN
EC:2.1.1.307	RXN-15403
EC:4.2.1.19	IMIDPHOSDEHYD-RXN
EC:1.2.1.61	1.2.1.61-RXN
EC:6.2.1.4	RXN-8988,SUCCINATE--COA-LIGASE-GDP-FORMING-RXN
EC:3.1.22.1	3.1.22.1-RXN
EC:4.1.3.14	RXN-11769
EC:4.3.1.27	RXN-11767
EC:5.1.1.5	LYSINE-RACEMASE-RXN
EC:6.2.1.18	CITRATE--COA-LIGASE-RXN
EC:1.14.13.129	RXN-8186,RXN-8187,RXN1F-152
EC:1.1.1.283	RXN-14686,1.1.1.283-RXN
EC:1.1.3.45	RXN-14689
EC:1.3.3.14	RXN-14688,RXN-14877
EC:5.1.3.10	RXN-9160
EC:1.2.1.9	1.2.1.9-RXN
EC:4.2.1.95	KIEVITONE-HYDRATASE-RXN
EC:1.5.1.32	1.5.1.32-RXN
EC:1.97.1.2	1.97.1.2-RXN
EC:5.3.1.23	5.3.1.23-RXN
EC:3.3.2.12	RXNMETA-12671
EC:2.1.1.104	CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN
EC:1.2.1.91	RXNMETA-12672
EC:2.6.1.85	PABASYN-RXN
EC:4.2.3.31	RXN-9299
EC:1.1.1.132	GDP-MANNOSE-6-DEHYDROGENASE-RXN
EC:2.7.1.162	RXN-9297
EC:2.7.1.161	RXN-9296
EC:1.3.99.24	RXN-9293
EC:1.3.7.6	RXN-9292
EC:1.1.1.295	RXN-9290
EC:5.3.99.3	PROSTAGLANDIN-E-SYNTHASE-RXN
EC:2.7.1.121	2.7.1.121-RXN
EC:4.2.1.12	PGLUCONDEHYDRAT-RXN
EC:4.2.1.35	R-2-METHYLMALATE-DEHYDRATASE-RXN
EC:2.1.1.fl	RXN-16429
EC:3.2.1.78	3.2.1.78-RXN
EC:3.5.3.18	DIMETHYLARGININASE-RXN
EC:5.4.99.16	5.4.99.16-RXN
EC:3.5.1.116	UREIDOGLYCOLATE-HYDROLASE-RXN
EC:3.2.1.89	3.2.1.89-RXN
EC:5.1.3.m	RXN-9839
EC:3.2.1.91	RXN-12305,3.2.1.91-RXN
EC:3.2.1.41	RXN-12302,RXN-1824
EC:3.6.1.6	NUCLEOSIDE-DIPHOSPHATASE-RXN,RXN-12197,RXN-12198,RXN-14187
EC:4.1.1.55	45-DIHYDROXYPHTHALATE-DECARBOXYLASE-RXN
EC:3.4.21.90	3.4.21.90-RXN
EC:4.1.2.30	RXN66-341,4.1.2.30-RXN
EC:2.4.1.21	GLYCOGENSYN-RXN
EC:2.7.4.2	PHOSPHOMEVALONATE-KINASE-RXN
EC:5.4.99.39	RXN-7570
EC:2.6.1.81	SUCCORNTRANSAM-RXN
EC:1.14.13.114	RXN-7573
EC:1.1.1.67	MANNITOL-2-DEHYDROGENASE-RXN
EC:1.12.1.2	HYDROGEN-DEHYDROGENASE-RXN
EC:2.7.11.18	2.7.11.18-RXN
EC:5.1.3.29	RXN0-5298
EC:1.14.18.2	1.14.18.2-RXN
EC:1.2.1.16	RXN0-5293
EC:3.1.3.66	RXN-10960,3.1.3.66-RXN,RXN-10959
EC:3.2.1.86	RXN0-5297,6-PHOSPHO-BETA-GLUCOSIDASE-RXN,RXN0-5295,RXN0-6994,RXN0-7002
EC:3.6.1.52	RXN-10963,RXN-10964,RXN-10965,3.6.1.52-RXN,RXN-10978,RXN-10977,RXN-10976,RXN-10975
EC:1.14.13.189	RXN-15303
EC:1.11.2.5	RXN-15302
EC:6.2.1.43	RXN-15307
EC:2.1.1.303	RXN-15306
EC:2.1.1.304	RXN-15305
EC:2.1.1.302	RXN-15304
EC:2.4.2.38	2.4.2.38-RXN
EC:3.2.1.181	RXN-13437
EC:1.14.99.47	RXN-13434
EC:1.1.1.331	RXN-13433
EC:1.14.13.158	RXN-13432
EC:2.5.1.58	2.5.1.58-RXN
EC:3.6.3.23	3.6.3.23-RXN
EC:3.2.1.74	3.2.1.74-RXN
EC:6.5.1.2	DNA-LIGASE-NAD+-RXN
EC:4.1.2.22	FRUCTOSE-6-PHOSPHATE-PHOSPHOKETOLASE-RXN
EC:1.2.1.68	RXN-1241
EC:3.1.1.72	3.1.1.72-RXN
EC:1.13.11.9	1.13.11.9-RXN
EC:4.2.1.110	RXN-14306,RXN-16610
EC:1.1.1.365	RXN-11151
EC:1.1.99.24	RXN-14300,HYDROXYACID-OXOACID-TRANSHYDROGENASE-RXN
EC:3.1.3.31	NUCLEOTIDASE-RXN
EC:4.2.3.66	RXN-10685
EC:4.1.1.90	RXN-10683
EC:1.14.11.17	RXN0-299
EC:2.5.1.117	RXN-2761
EC:1.17.7.3	RXN-15878
EC:2.5.1.89	RXN-11488
EC:6.2.1.16	ACETOACETATE--COA-LIGASE-RXN
EC:3.1.1.85	RXN-11483
EC:2.5.1.82	RXN-11485
EC:2.5.1.85	RXN-11486
EC:2.5.1.88	RXN-11487,RXN-11962,RXN-14176
EC:2.4.2.36	RXN-11372
EC:2.5.1.108	RXN-11371
EC:5.3.2.2	OXALOACETATE-TAUTOMERASE-RXN
EC:2.1.1.113	2.1.1.113-RXN
EC:4.1.1.63	PROTOCATECHUATE-DECARBOXYLASE-RXN
EC:1.2.3.4	OXALATE-OXIDASE-RXN
EC:2.1.1.122	2.1.1.122-RXN,RXN-13806
EC:6.3.2.20	INDOLEACETATE--LYSINE-LIGASE-RXN
EC:3.4.21.3	3.4.21.3-RXN
EC:5.3.1.5	XYLISOM-RXN,GLUCISOM-RXN
EC:1.1.1.205	IMP-DEHYDROG-RXN
EC:1.1.1.3	HOMOSERDEHYDROG-RXN
EC:1.5.1.6	FORMYLTETRAHYDROFOLATE-DEHYDROGENASE-RXN
EC:1.7.7.1	FERREDOXIN--NITRITE-REDUCTASE-RXN
EC:5.1.1.16	5.1.1.16-RXN
EC:3.2.1.70	3.2.1.70-RXN
EC:4.2.2.1	HYALURONATE-LYASE-RXN
EC:1.13.11.8	RXN-10425,PROTOCATECHUATE-45-DIOXYGENASE-RXN
EC:3.1.3.11	F16BDEPHOS-RXN
EC:3.2.1.190	RXN-14574
EC:1.3.1.92	RXN-8053
EC:4.2.3.55	RXN-8429
EC:3.1.3.69	3.1.3.69-RXN
EC:4.2.3.78	RXN-8424
EC:2.4.1.45	2.4.1.45-RXN
EC:2.7.1.157	2.7.1.157-RXN
EC:5.3.99.5	THROMBOXANE-A-SYNTHASE-RXN
EC:2.6.1.76	R101-RXN
EC:4.1.99.11	RXN-863
EC:5.2.1.1	MALEATE-ISOMERASE-RXN
EC:2.8.3.15	RXN-864
EC:1.3.8.3	RXN-865
EC:1.1.99.29	RXN-7963,RXN-7962,RXN-7961,RXN-7966,RXN-7965
EC:1.1.1.282	RXN-7967,RXN-7968
EC:1.1.1.286	RXN-7969,RXN-7970
EC:1.2.1.86	RXN-11970
EC:2.5.1.92	RXN-11973,RXN-10481
EC:1.3.99.30	RXN-11974,RXN-12413
EC:2.4.1.114	2.4.1.114-RXN
EC:2.1.1.80	CHER-RXN
EC:4.1.1.71	RXN-7774
EC:4.99.1.3	4.99.1.3-RXN,RXN-8759
EC:1.1.99.6	D-2-HYDROXY-ACID-DEHYDROGENASE-RXN
EC:2.5.1.16	SPERMIDINESYN-RXN
EC:3.2.2.21	3.2.2.21-RXN
EC:3.1.3.42	GLYCOGEN-SYNTHASE-D-PHOSPHATASE-RXN
EC:1.1.1.314	RXN-12449
EC:1.5.1.41	RXN-12445
EC:1.5.1.38	RXN-12444
EC:1.5.1.36	RXN-12446
EC:4.1.1.25	TYROSINE-DECARBOXYLASE-RXN
EC:1.13.12.18	RXN-12115
EC:2.7.1.183	RXN-14842
EC:2.3.1.7	CARNITINE-O-ACETYLTRANSFERASE-RXN
EC:2.6.1.103	RXN-14845
EC:5.5.1.23	RXN-14844,RXN-14876
EC:2.4.2.14	PRPPAMIDOTRANS-RXN
EC:2.3.1.78	2.3.1.78-RXN
EC:3.5.1.79	3.5.1.79-RXN
EC:3.1.21.5	3.1.21.5-RXN
EC:1.4.1.1	ALANINE-DEHYDROGENASE-RXN
EC:3.4.21.110	3.4.21.110-RXN
EC:1.10.3.9	PSII-RXN
EC:2.8.2.23	2.8.2.23-RXN
EC:2.1.1.228	RXN-14517,RXN-12458
EC:4.1.3.44	RXN-14516
EC:2.1.1.282	RXN-14519
EC:2.5.1.114	RXN-14518
EC:1.10.3.4	O-AMINOPHENOL-OXIDASE-RXN
EC:1.14.19.ab	RXN-8390
EC:1.14.13.36	RXN-2581,1.14.13.36-RXN
EC:4.2.2.25	RXN-12269
EC:1.14.13.67	1.14.13.67-RXN
EC:3.1.30.1	3.1.30.1-RXN
EC:3.4.23.39	3.4.23.39-RXN
EC:2.4.2.29	RXN0-1321,QUEUOSINE-TRNA-RIBOSYLTRANSFERASE-RXN
EC:1.14.11.36	RXN-13751
EC:3.4.21.37	3.4.21.37-RXN
EC:2.5.1.91	RXN-9106
EC:2.7.7.66	RXN-9101
EC:3.1.2.4	3-HYDROXYISOBUTYRYL-COA-HYDROLASE-RXN,RXN-6384,RXN-13721
EC:1.14.13.63	1.14.13.63-RXN
EC:4.2.1.55	3-HYDROXBUTYRYL-COA-DEHYDRATASE-RXN
EC:2.4.1.325	FUC4NACTRANS-RXN
EC:1.5.1.7	1.5.1.7-RXN
EC:3.2.2.16	METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN
EC:1.1.1.292	1.1.1.292-RXN
EC:1.14.15.1	R541-RXN,RXN-13041
EC:3.4.23.5	3.4.23.5-RXN
EC:1.1.3.15	S-2-HYDROXY-ACID-OXIDASE-RXN,RXN-969
EC:3.5.4.19	HISTCYCLOHYD-RXN
EC:1.1.1.209	1.1.1.209-RXN
EC:1.1.1.50	1.1.1.209-RXN
EC:1.2.1.58	1.2.1.58-RXN
EC:1.14.13.160	R546-RXN
EC:5.4.99.56	RXN-12326
EC:5.4.99.33	RXN-12327
EC:2.4.1.273	RXN-12320
EC:2.5.1.96	RXN-12321
EC:3.1.1.89	RXN-12322
EC:3.4.11.25	RXN-12323
EC:5.4.99.32	RXN-12329
EC:5.2.1.4	MALEYLPYRUVATE-ISOMERASE-RXN
EC:2.7.1.3	KETOHEXOKINASE-RXN
EC:3.4.24.72	3.4.24.72-RXN
EC:6.3.1.5	NAD-SYNTH-NH3-RXN
EC:3.6.1.43	DOLICHYLDIPHOSPHATASE-RXN
EC:3.1.2.20	ACYL-COA-HYDROLASE-RXN,RXN-10708
EC:3.4.22.47	3.4.22.47-RXN
EC:3.4.24.32	3.4.24.32-RXN,RXN-12866
EC:3.1.3.97	RXN-16009
EC:1.1.1.381	RXN-16001
EC:1.1.1.276	RXN-16003
EC:1.14.15.5	RXN66-361,RXN66-360
EC:4.1.1.84	4.1.1.84-RXN
EC:1.14.13.79	RXN-13189
EC:1.14.13.41	RXN-13187
EC:1.14.11.27	RXN-13186
EC:1.23.5.1	RXN-13185
EC:1.4.1.23	RXN-13184
EC:3.1.1.53	RXN-13182,SIALATE-O-ACETYLESTERASE-RXN,RXN-13181
EC:3.1.3.57	3.1.3.57-RXN,RXN-10939
EC:1.1.1.105	RXN-12581,RETINOL-DEHYDROGENASE-RXN
EC:2.1.1.143	2.1.1.143-RXN
EC:3.8.1.1	ALKYLHALIDASE-RXN
EC:2.4.1.198	2.4.1.198-RXN
EC:2.7.1.50	THIAZOLSYN3-RXN
EC:1.14.99.49	RXN-15676
EC:1.14.13.199	RXN-15675
EC:1.14.13.198	RXN-15674
EC:1.14.13.197	RXN-15673
EC:3.5.1.59	N-CARBAMOYLSARCOSINE-AMIDASE-RXN
EC:2.4.1.126	RXN-13450,RXN-13471,2.4.1.126-RXN
EC:3.4.22.34	3.4.22.34-RXN
EC:3.5.1.88	3.5.1.88-RXN,3.5.1.27-RXN
EC:2.3.2.15	2.3.2.15-RXN
EC:3.1.13.5	3.1.13.5-RXN,RXN0-6483,RXN0-6484
EC:3.4.22.32	3.4.22.32-RXN
EC:1.23.1.4	RXN-8684
EC:1.23.1.3	RXN-8683
EC:2.5.1.49	O-ACETYLHOMOSERINE-THIOL-LYASE-RXN,ACETYLHOMOSER-CYS-RXN
EC:2.4.1.166	RXN-15224,RXN-11490
EC:3.1.1.34	LIPOPROTEIN-LIPASE-RXN,RXN-1602
EC:2.6.1.62	DAPASYN-RXN
EC:1.17.2.1	NICOTINATE-DEHYDROGENASE-RXN
EC:1.13.12.3	TRYPTOPHAN-2-MONOOXYGENASE-RXN
EC:4.2.1.68	L-FUCONATE-HYDRATASE-RXN
EC:4.2.1.101	4.2.1.101-RXN
EC:2.7.1.134	2.7.1.134-RXN
EC:3.1.3.77	3.1.3.77-RXN
EC:1.5.3.1	SARCOX-RXN
EC:3.2.1.188	RXN-14980
EC:3.4.24.77	3.4.24.77-RXN
EC:3.4.22.43	3.4.22.43-RXN
EC:3.4.21.117	3.4.21.117-RXN
EC:3.6.1.21	ADPSUGPPHOSPHAT-RXN
EC:2.1.1.275	RXN-11358
EC:2.1.1.276	RXN-11359
EC:5.2.1.12	RXN-11354
EC:1.3.5.5	RXN-11355
EC:1.1.1.344	RXN-14184
EC:3.1.6.1	ARYLSULFAT-RXN
EC:3.1.3.63	2-CARBOXY-D-ARABINITOL-1-PHOSPHATASE-RXN
EC:3.5.1.11	PENICILLIN-AMIDASE-RXN
EC:1.14.13.47	--LIMONENE-3-MONOOXYGENASE-RXN
EC:4.1.1.49	PEPCARBOXYKIN-RXN
EC:1.4.3.20	1.4.3.20-RXN
EC:2.7.3.2	CREATINE-KINASE-RXN
EC:1.1.1.233	N-ACYLMANNOSAMINE-1-DEHYDROGENASE-RXN
EC:3.5.4.26	RIBOFLAVINSYNDEAM-RXN
EC:3.2.1.50	3.2.1.50-RXN
EC:2.3.1.37	5-AMINOLEVULINIC-ACID-SYNTHASE-RXN
EC:4.2.3.4	3-DEHYDROQUINATE-SYNTHASE-RXN
EC:1.7.7.2	1.7.7.2-RXN
EC:4.2.1.47	GDPMANDEHYDRA-RXN
EC:1.12.98.2	H2-METHYLENE-THMPT-DEHYDRO-RXN
EC:4.2.99.20	RXN-9310
EC:3.1.2.28	RXN-9311
EC:6.3.2.23	HOMOGLUTATHIONE-SYNTHASE-RXN
EC:2.4.1.135	2.4.1.135-RXN
EC:4.2.3.9	ARISTOLOCHENE-SYNTHASE-RXN
EC:3.5.1.98	3.5.1.98-RXN
EC:2.3.1.150	2.3.1.150-RXN
EC:1.13.11.27	4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN,RXN-10815
EC:2.3.2.16	RXN-11310,RXN-11295
EC:4.1.1.35	UDP-GLUCURONATE-DECARBOXYLASE-RXN
EC:2.1.1.9	THIOL-S-METHYLTRANSFERASE-RXN,RXN-13727,RXN-13726,RXN-13725
EC:6.3.1.12	6.3.1.12-RXN,RXN-11344,RXN-11342
EC:6.3.2.7	6.3.2.7-RXN
EC:3.4.21.104	RXN-7943,3.4.21.104-RXN
EC:2.7.1.33	PANTOTHENATE-KIN-RXN
EC:5.3.99.8	RXN-7947,RXN-7946
EC:2.3.2.22	RXN8J2-80
EC:1.14.19.o	RXN-16064,RXN-13429
EC:1.1.2.4	D-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN
EC:1.13.11.76	RXN-8836
EC:1.14.11.26	1.14.11.26-RXN
EC:5.5.1.14	RXN-8528
EC:1.3.3.4	PROTOPORGENOXI-RXN
EC:1.14.11.20	1.14.11.20-RXN
EC:2.1.1.226	RXN-12463
EC:2.1.1.227	RXN-12462
EC:2.1.1.229	RXN-12461
EC:3.1.1.29	RXN-12460,AMINOCYL-TRNA-HYDROLASE-RXN,RXN-16637
EC:2.1.1.220	RXN-12466
EC:2.1.1.224	RXN-12465
EC:2.1.1.230	RXN-12464
EC:2.1.1.219	RXN-12469
EC:3.4.24.63	3.4.24.63-RXN
EC:2.4.1.92	2.4.1.92-RXN
EC:2.4.1.12	CELLULOSE-SYNTHASE-UDP-FORMING-RXN
EC:2.3.1.48	HISTONE-ACETYLTRANSFERASE-RXN
EC:3.1.3.26	RXN-7241
EC:5.5.1.9	CYCLOEUCALENOL-CYCLOISOMERASE-RXN
EC:4.1.99.3	DEOXYRIBODIPYRIMIDINE-PHOTOLYASE-RXN
EC:2.4.2.52	2.7.8.25-RXN
EC:1.14.99.39	AMONITRO-RXN
EC:2.4.2.21	DMBPPRIBOSYLTRANS-RXN
EC:1.1.1.83	1.1.1.83-RXN
EC:4.2.1.109	R145-RXN
EC:3.4.21.73	3.4.21.73-RXN
EC:2.3.1.28	CHLORAMPHENICOL-O-ACETYLTRANSFERASE-RXN
EC:2.3.1.97	2.3.1.97-RXN
EC:1.14.19.af	RXN-15113
EC:1.6.3.5	RXN-15116
EC:1.2.1.89	RXN-15115
EC:2.6.1.46	2.6.1.46-RXN
EC:5.3.3.3	VINYLACETYL-COA-DELTA-ISOMERASE-RXN
EC:1.3.1.103	RXN-14536
EC:1.3.1.102	RXN-14535
EC:1.1.1.175	D-XYLOSE-1-DEHYDROGENASE-RXN
EC:5.4.99.59	RXN-14533
EC:2.8.4.5	RXN-14531
EC:1.14.11.42	RXN-14538
EC:2.7.7.22	MANNPGUANYLTRANGDP-RXN
EC:2.4.1.16	CHITIN-SYNTHASE-RXN
EC:3.4.23.38	3.4.23.38-RXN
EC:2.5.1.28	DIMETHYLALLYLCISTRANSFERASE-RXN
EC:4.1.1.17	ORNDECARBOX-RXN
EC:3.5.2.17	3.5.2.17-RXN
EC:3.6.1.24	3.6.1.24-RXN
EC:6.3.5.6	6.3.5.6-RXN
EC:3.5.4.2	ADENINE-DEAMINASE-RXN
EC:6.1.1.10	METHIONINE--TRNA-LIGASE-RXN,RXN-16165
EC:3.1.4.44	3.1.4.44-RXN
EC:3.4.21.61	3.4.21.61-RXN
EC:1.2.1.70	GLUTRNAREDUCT-RXN
EC:3.7.1.5	ACYLPYRUVATE-HYDROLASE-RXN
EC:2.7.7.24	DTDPGLUCOSEPP-RXN
EC:3.1.2.21	3.1.2.21-RXN
EC:5.4.3.2	LYSINE-23-AMINOMUTASE-RXN
EC:5.1.99.5	RXN-9781
EC:3.2.2.26	RXN-9780
EC:4.1.2.42	4.1.2.42-RXN,RXN-9702
EC:2.7.7.73	RXN-9789
EC:2.7.9.2	PEPSYNTH-RXN
EC:2.7.1.145	2.7.1.145-RXN,THYKI-RXN,DEOXYGUANOSINE-KINASE-RXN,DURIDKI-RXN,RXN-14093,DEOXYADENOSINE-KINASE-RXN
EC:3.4.24.44	3.4.24.44-RXN
EC:3.1.3.8	RXN0-1001
EC:5.1.99.1	RXN-16391,METHYLMALONYL-COA-EPIM-RXN
EC:1.2.1.2	1.2.1.2-RXN
EC:5.1.1.18	5.1.1.18-RXN
EC:2.7.7.23	NAG1P-URIDYLTRANS-RXN
EC:1.2.1.30	ARYL-ALDEHYDE-DEHYDROGENASE-NADP+-RXN
